WELL_NAME,UWI,BASIN,LEASE_NO,LONG,LAT,OPERATOR,CLASS,STATUS,FIELD,SPUD_DATE,RIG_RELEASE_DATE,EXTRACT_DATE
Barrow_P65,W000297,Northern Carnarvon,L 1H,115.419831,-20.790693,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671017,,20260417
Barrow_R78,W000323,Northern Carnarvon,L 1H,115.369707,-20.793761,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19671201,,20260417
Barrow_K36,W000362,Northern Carnarvon,L 1H,115.362238,-20.808922,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19680302,,20260417
Barrow_K52M,W000136,Northern Carnarvon,LP-113H,115.346598,-20.816623,West Australian Petroleum Pty Limited,EXT,O,Barrow Island,19651205,19651211,20260417
Barrow_N52,W000137,Northern Carnarvon,LP-113H,115.438966,-20.815582,West Australian Petroleum Pty Limited,EXT,P&A,Barrow Island,19651213,19651222,20260417
Barrow_F76,W000142,Northern Carnarvon,LP-113H,115.393355,-20.85224,West Australian Petroleum Pty Limited,EXT,P&A,Barrow Island,19660202,19660212,20260417
Merlinleigh 3,W000152,Southern Carnarvon,PE-28H,115.00142,-24.485573,West Australian Petroleum Pty Limited,STR,P&A STR,,19660630,19660706,20260417
Merlinleigh 4,W000153,Southern Carnarvon,PE-28H,114.98565,-24.485573,West Australian Petroleum Pty Limited,STR,P&A STR,,19660706,19660710,20260417
Beharra 2,W000171,Perth,PE-228H,115.020907,-29.515417,French Petroleum Co (Australia) Pty Ltd,NFW,P&A,,19670111,19670128,20260417
Barrow_L54,W000175,Northern Carnarvon,L 1H,115.385332,-20.815652,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670222,,20260417
Barrow_M63,W000188,Northern Carnarvon,L 1H,115.411973,-20.819566,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670416,,20260417
Barrow_L83,W000199,Northern Carnarvon,L 1H,115.381264,-20.827077,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670218,,20260417
Barrow_F21,W000211,Northern Carnarvon,L 1H,115.373369,-20.834079,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670227,,20260417
Barrow_L61,W000223,Northern Carnarvon,L 1H,115.373332,-20.819507,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670214,,20260417
Barrow_G72,W000258,Northern Carnarvon,L 1H,115.346639,-20.852498,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670717,,20260417
Barrow_B14,W000261,Northern Carnarvon,L 1H,115.354192,-20.85923,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670720,,20260417
Barrow_G65,W000262,Northern Carnarvon,L 1H,115.358252,-20.848396,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670828,,20260417
Barrow_P45,W000266,Northern Carnarvon,L 1H,115.419722,-20.782952,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670915,,20260417
Barrow_P25,W000267,Northern Carnarvon,L 1H,115.420022,-20.776199,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670307,,20260417
Barrow_P14,W000281,Northern Carnarvon,L 1H,115.415893,-20.772082,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670804,,20260417
Barrow_P21,W000301,Northern Carnarvon,L 1H,115.404433,-20.775799,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671016,,20260417
Barrow_Q36,W000306,Northern Carnarvon,L 1H,115.393022,-20.779863,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671004,,20260417
Barrow_T76,W000317,Northern Carnarvon,L 1H,115.408141,-20.765033,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19671104,,20260417
Glenroy 1,W000168,Northern Carnarvon,LP-174H,114.875881,-21.816604,West Australian Petroleum Pty Limited,NFW,P&A,,19661019,19661029,20260417
Beharra 1,W000169,Perth,LP-177H,115.013963,-29.484863,French Petroleum Co (Australia) Pty Ltd,NFW,P&A,,19661128,19661216,20260417
Barrow_L63,W000224,Northern Carnarvon,L 1H,115.381229,-20.819796,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670517,,20260417
Barrow_M21,W000228,Northern Carnarvon,L 1H,115.40437,-20.805276,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670423,,20260417
Barrow_M25,W000229,Northern Carnarvon,L 1H,115.420091,-20.805212,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670526,,20260417
Barrow_G52,W000252,Northern Carnarvon,L 1H,115.3466,-20.845104,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670728,,20260417
Barrow_K81,W000253,Northern Carnarvon,L 1H,115.342214,-20.826769,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670724,,20260417
Barrow_K76,W000260,Northern Carnarvon,L 1H,115.362036,-20.823201,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670705,,20260417
Barrow_P36,W000275,Northern Carnarvon,L 1H,115.423476,-20.779834,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19670904,,20260417
Barrow_Q18,W000300,Northern Carnarvon,L 1H,115.400794,-20.772054,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680404,,20260417
Barrow_Q43,W000305,Northern Carnarvon,L 1H,115.381304,-20.783471,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671022,,20260417
Barrow_Q58,W000310,Northern Carnarvon,L 1H,115.399883,-20.786773,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670929,,20260417
Barrow_Q16,W000318,Northern Carnarvon,L 1H,115.392847,-20.772211,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671119,,20260417
Barrow_B25,W000328,Northern Carnarvon,L 1H,115.35788,-20.863195,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671215,,20260417
Barrow_K18,W000330,Northern Carnarvon,L 1H,115.369943,-20.801224,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19671205,,20260417
Barrow_K38,W000335,Northern Carnarvon,L 1H,115.369266,-20.808616,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19691220,,20260417
Barrow_K14,W000355,Northern Carnarvon,L 1H,115.353753,-20.802092,West Australian Petroleum Pty Limited,DEV,SUSP,Barrow Island,19680213,,20260417
Barrow_K43,W000364,Northern Carnarvon,L 1H,115.35021,-20.812073,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680229,,20260417
Barrow_K65,W000369,Northern Carnarvon,L 1H,115.358324,-20.819659,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680312,,20260417
Barrow_Q32,W000377,Northern Carnarvon,L 1H,115.37703,-20.779807,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680401,,20260417
Barrow_F54M,W000174,Northern Carnarvon,L 1H,115.385262,-20.8448,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19680209,,20260417
Barrow_L85,W000177,Northern Carnarvon,LP-113H,115.38867,-20.82682,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670328,,20260417
Barrow_F18,W000182,Northern Carnarvon,L 1H,115.400352,-20.830336,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670227,,20260417
Barrow_M52,W000196,Northern Carnarvon,L 1H,115.408332,-20.815796,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670416,,20260417
Barrow_M76,W000203,Northern Carnarvon,L 1H,115.423513,-20.823109,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670315,,20260417
Barrow_G38,W000204,Northern Carnarvon,L 1H,115.369752,-20.837931,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670402,,20260417
Barrow_F14,W000209,Northern Carnarvon,LP-113H,115.385163,-20.830355,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670124,,20260417
Barrow_G56,W000213,Northern Carnarvon,L 1H,115.362276,-20.84485,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670129,,20260417
Barrow_L65,W000214,Northern Carnarvon,L 1H,115.388864,-20.819702,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670329,,20260417
Barrow_K78,W000219,Northern Carnarvon,L 1H,115.369746,-20.823312,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670307,,20260417
Barrow_M34,W000233,Northern Carnarvon,L 1H,115.415548,-20.80837,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670530,,20260417
Barrow_L58,W000234,Northern Carnarvon,L 1H,115.400507,-20.816199,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670613,,20260417
Barrow_M45,W000239,Northern Carnarvon,L 1H,115.419404,-20.812244,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670613,,20260417
Barrow_M16,W000243,Northern Carnarvon,L 1H,115.423589,-20.801494,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670624,,20260417
Barrow_G85,W000244,Northern Carnarvon,L 1H,115.358099,-20.856172,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670627,,20260417
Barrow_M85,W000249,Northern Carnarvon,L 1H,115.420247,-20.826822,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670708,,20260417
Barrow_L68,W000265,Northern Carnarvon,L 1H,115.400415,-20.819496,West Australian Petroleum Pty Limited,Service,Shut in,Barrow Island,19670831,,20260417
Barrow_K72,W000270,Northern Carnarvon,L 1H,115.346349,-20.823317,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670807,,20260417
Barrow_G63,W000271,Northern Carnarvon,L 1H,115.35029,-20.848405,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670817,,20260417
Barrow_P16,W000276,Northern Carnarvon,L 1H,115.423833,-20.772415,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670904,,20260417
Kennedy Range 1,W000166,Southern Carnarvon,LP-153H,114.991767,-24.497245,West Australian Petroleum Pty Limited,NFW,P&A,,19661201,19670123,20260417
Barrow_M65,W000189,Northern Carnarvon,L 1H,115.420041,-20.819672,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670409,,20260417
Barrow_L67,W000195,Northern Carnarvon,L 1H,115.396718,-20.8194,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670503,,20260417
Barrow_G27,W000207,Northern Carnarvon,L 1H,115.365609,-20.83432,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670125,,20260417
Barrow_G47,W000217,Northern Carnarvon,L 1H,115.365799,-20.841251,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670319,,20260417
Barrow_G87,W000220,Northern Carnarvon,L 1H,115.365733,-20.856163,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670110,,20260417
Barrow_F23,W000221,Northern Carnarvon,L 1H,115.381116,-20.834116,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670217,,20260417
Barrow_L56,W000226,Northern Carnarvon,L 1H,115.393719,-20.816156,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670517,,20260417
Barrow_M23,W000237,Northern Carnarvon,L 1H,115.412074,-20.804878,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670611,,20260417
Barrow_G81,W000247,Northern Carnarvon,L 1H,115.342824,-20.855944,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670628,,20260417
Barrow_H78,W000254,Northern Carnarvon,L 1H,115.338891,-20.852413,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670724,,20260417
Barrow_G54,W000259,Northern Carnarvon,L 1H,115.354318,-20.845145,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670705,,20260417
Barrow_B15,W000268,Northern Carnarvon,L 1H,115.357617,-20.859801,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670822,,20260417
Barrow_G23,W000287,Northern Carnarvon,L 1H,115.350509,-20.833759,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670806,,20260417
Barrow_P52,W000307,Northern Carnarvon,L 1H,115.407939,-20.786705,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671003,,20260417
Barrow_Q38,W000308,Northern Carnarvon,L 1H,115.400503,-20.779516,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671006,,20260417
Barrow_T85,W000311,Northern Carnarvon,L 1H,115.404142,-20.76871,West Australian Petroleum Pty Limited,DEV,P&A,Barrow Island,19671107,,20260417
Barrow_Q34,W000316,Northern Carnarvon,L 1H,115.384862,-20.779639,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19671104,,20260417
Barrow_B32,W000320,Northern Carnarvon,L 1H,115.34644,-20.866849,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19671128,,20260417
Barrow_K27,W000321,Northern Carnarvon,L 1H,115.365875,-20.805184,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671122,,20260417
Barrow_G67,W000176,Northern Carnarvon,L 1H,115.365506,-20.848783,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19661209,,20260417
Barrow_F16,W000180,Northern Carnarvon,L 1H,115.392739,-20.830311,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670106,,20260417
Barrow_F32,W000181,Northern Carnarvon,L 1H,115.377331,-20.837954,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670324,,20260417
Barrow_M81,W000185,Northern Carnarvon,L 1H,115.40417,-20.826654,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670113,,20260417
Barrow_M32,W000193,Northern Carnarvon,L 1H,115.408367,-20.808722,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670508,,20260417
Barrow_M72,W000197,Northern Carnarvon,L 1H,115.408199,-20.823058,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670109,,20260417
Barrow_L76,W000208,Northern Carnarvon,L 1H,115.393574,-20.823049,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19661214,,20260417
Barrow_E21,W000218,Northern Carnarvon,L 1H,115.40459,-20.834066,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670324,,20260417
Barrow_M36,W000238,Northern Carnarvon,L 1H,115.423859,-20.808778,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670608,,20260417
Barrow_A18,W000248,Northern Carnarvon,L 1H,115.338889,-20.85973,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670629,,20260417
Barrow_G32,W000255,Northern Carnarvon,L 1H,115.346212,-20.837801,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19680708,,20260417
Barrow_G41,W000272,Northern Carnarvon,L 1H,115.342538,-20.841286,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670827,,20260417
Barrow_G84,W000277,Northern Carnarvon,L 1H,115.354091,-20.855655,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670831,,20260417
Barrow_H18,W000288,Northern Carnarvon,L 1H,115.33875,-20.83095,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670804,,20260417
Barrow_P43,W000293,Northern Carnarvon,L 1H,115.411964,-20.783286,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670923,,20260417
Barrow_P56,W000294,Northern Carnarvon,L 1H,115.423186,-20.787434,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19671029,,20260417
Barrow_Q27,W000302,Northern Carnarvon,L 1H,115.396762,-20.775841,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670928,,20260417
Barrow_P47,W000312,Northern Carnarvon,L 1H,115.426832,-20.783015,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671116,,20260417
Barrow_L12,W000344,Northern Carnarvon,L 1H,115.377031,-20.801295,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19680116,,20260417
Barrow_L38,W000345,Northern Carnarvon,L 1H,115.400762,-20.808463,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19680113,,20260417
Barrow_L72,W000198,Northern Carnarvon,L 1H,115.376304,-20.822847,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670116,,20260417
Barrow_F41,W000201,Northern Carnarvon,L 1H,115.373731,-20.841391,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670406,,20260417
Barrow_E12,W000202,Northern Carnarvon,L 1H,115.408219,-20.830328,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670410,,20260417
Barrow_F43,W000206,Northern Carnarvon,L 1H,115.381171,-20.841476,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670321,,20260417
Barrow_K87,W000212,Northern Carnarvon,L 1H,115.36571,-20.826668,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670405,,20260417
Barrow_L74,W000216,Northern Carnarvon,L 1H,115.384583,-20.823377,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670312,,20260417
Barrow_L47,W000227,Northern Carnarvon,L 1H,115.396644,-20.81241,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670514,,20260417
Barrow_M67,W000231,Northern Carnarvon,L 1H,115.426598,-20.819279,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670527,,20260417
Barrow_M43,W000232,Northern Carnarvon,L 1H,115.411932,-20.812345,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670602,,20260417
Barrow_M12,W000236,Northern Carnarvon,L 1H,115.408171,-20.801574,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670605,,20260417
Barrow_M56,W000241,Northern Carnarvon,L 1H,115.423908,-20.815875,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670617,,20260417
Barrow_P85,W000242,Northern Carnarvon,L 1H,115.420007,-20.797755,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670624,,20260417
Barrow_P83,W000246,Northern Carnarvon,L 1H,115.412373,-20.79758,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670620,,20260417
Barrow_T87,W000274,Northern Carnarvon,L 1H,115.412329,-20.76902,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670831,,20260417
Barrow_G43,W000278,Northern Carnarvon,L 1H,115.350264,-20.841204,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670819,,20260417
Barrow_K83,W000279,Northern Carnarvon,L 1H,115.350172,-20.826784,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670922,,20260417
Barrow_H58,W000282,Northern Carnarvon,L 1H,115.33891,-20.844968,West Australian Petroleum Pty Limited,DEV,P&S,Barrow Island,19670814,,20260417
Barrow_G25,W000286,Northern Carnarvon,L 1H,115.357822,-20.834227,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670816,,20260417
Barrow_G21,W000290,Northern Carnarvon,L 1H,115.342786,-20.834264,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670925,,20260417
Barrow_Q25,W000295,Northern Carnarvon,L 1H,115.388574,-20.775831,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19671020,,20260417
Barrow_F25,W000192,Northern Carnarvon,LP-113H,115.389048,-20.834005,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670511,,20260417
Barrow_M41,W000194,Northern Carnarvon,L 1H,115.404482,-20.812483,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670425,,20260417
Barrow_G78,W000200,Northern Carnarvon,L 1H,115.369516,-20.852569,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670218,19670221,20260417
Barrow_M83,W000205,Northern Carnarvon,L 1H,115.411894,-20.827107,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670102,,20260417
Barrow_F12,W000210,Northern Carnarvon,L 1H,115.37725,-20.830346,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670201,,20260417
Barrow_L87,W000215,Northern Carnarvon,L 1H,115.397142,-20.826796,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19661204,,20260417
Barrow_R76,W000230,Northern Carnarvon,L 1H,115.362861,-20.792928,West Australian Petroleum Pty Limited,DEV,Shut in,Barrow Island,19670531,,20260417
Barrow_G57,W000235,Northern Carnarvon,L 1H,115.365928,-20.845091,West Australian Petroleum Pty Limited,DEV,O,Barrow Island,19670604,,20260417
