Local system number,call number,Title,Date,Description of physical object,notes,Summary,Subject headings: Topical,Caption for URL,URL,URL2
b36548649,ACC 8661A/83,"John Hutchinson's bird songs recorded on 5, 17, 18 and 19 September 1968.",1968,1 audiotape reel (approximately 12 min.) ,Recorded using Fi-Cord 202 portable reel tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/35 consists of field recordings of bird calls made at Kununurra on 5, 17, 18 and 19 September 1968. This tape reel is accompanied by a field note. ACC 8661A/83 ",Birds;Pied butcherbirds;Thrushes;Shrike-thrushes;Birdsongs,"John Hutchinson's bird songs recorded on 5, 17, 18 and 19 September 1968. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654864_2,
b36548650,ACC 8661A/84,John Hutchinson's bird songs recorded on 20 September 1968.,1968,"1 audiotape reel (approximately 7 min., 40 sec.)",Recorded using Fi-Cord 202 portable reel tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/36 consists of field recordings of bird calls made at Hidden Valley, Kununurra on 20 September 1968. This tape reel is accompanied by a field note. ACC 8661A/84 ",Birds;Pied butcherbirds;Thrushes;Shrike-thrushes;Colluricincla woodwardi;Birdsongs,John Hutchinson's bird songs recorded on 20 September 1968. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654865_2,
b36548674,ACC 8661A/85,"John Hutchinson's bird songs recorded on 29 and 30 April 1969 and 6, 9 and 10 July 1969 and 24 February 1970.",1970,"1 audiotape reel (approximately 7 min., 40 sec.)",Recorded using Fi-Cord 202 portable reel tape recorder. Test of pre-amp made by David Gardner.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/37 consists of field recordings of bird calls made at La Grange  waterhole on 29 and 30 April 1969 and at Exmouth on 6, 9 and 10 July 1969 and at Babbage Island, Carnarvon on 24 February 1970. This tape reel is accompanied by a field note. ACC 8661A/85 ",Birds;Pied butcherbirds;Honeyeaters;Bowerbirds;Wedgebills;Zebra finches;Shrike-thrushes;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 29 and 30 April 1969 and 6, 9 and 10 July 1969 and 24 February 1970. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654867_2,
b36548716,ACC 8661A/88,"John Hutchinson's bird songs recorded on 25, 26 and 27 July 1975 and 9 June 1975.",1975,1 audiotape reel (approximately 43 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch)analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N2, consists of field recordings of bird calls made at Two Peoples Bay on 25, 26 and 27 July 1975 and at Manberry Station on 9 June 1975. This tape reel is accompanied by a field note. ACC 8661A/88 ",Birds;Scrub-birds;Pied butcherbirds;Whipbirds;Cuckoos;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 25, 26 and 27 July 1975 and 9 June 1975. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654871_2,
b36548728,ACC 8661A/86,"John Hutchinson's bird songs recorded on 10 July 1969, 1 October 1969 and 24 February 1970.",1969-1970.,1 audiotape reel (approximately 12 min.) ,Recorded using Fi-Cord 202 portable reel tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape 4""/38 consists of field recordings of bird calls made at Exmouth on 10 July 1969 and at Yeeda Station on 1 October 1969 and at Babbage Island, Carnarvon on 24 February 1970. This tape reel is accompanied by a field note. ACC 8661A/86 ",Birds;Wedgebills;Zebra finches;Birdsongs;Birdsongs;Birdsongs;Termites,"John Hutchinson's bird songs recorded on 10 July 1969, 1 October 1969 and 24 February 1970. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654872_2,
b3654873x,ACC 8661A/87,John Hutchinson's bird songs recorded on 29 May 1975 and 7 June 1975.,1970,1 audiotape reel (approximately 32 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. Initial test. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N1, consists of field recordings of bird calls made at Balmoral, in pool at Mardie Station on 25 May 1975 and at Balmoral, creek near Fortescue River on 7 June 1975. This tape reel is accompanied by a field note. ACC 8661A/87 ",Birds;Pigeons;Honeyeaters;Pied butcherbirds;Willy wagtails;Wedgebills;Zebra finches;Magpie lark;Hawks;Crows;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 29 May 1975 and 7 June 1975. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654873_2,
b36548960,ACC 8661A/89,John Hutchinson's bird songs recorded on 27 and 28 July 1975.,1975,1 audiotape reel (approximately 48 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N3, consists of field recordings of bird calls made at Two Peoples Bay on 27 and 28 July 1975. This tape reel is accompanied by a field note. ACC 8661A/89 ",Birds;Scrub-birds;Whipbirds;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 27and 28 July 1975. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654896_2,
b36549010,ACC 8661A/101,"John Hutchinson's bird songs recorded on 17, 19, 24, 25, 28 and 31 January 1976 and 1, 2, 3 and 4 February 1976.",1976,1 audiotape reel (approximately 65 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N15, consists of field recordings of bird calls made at Bibbulmun Track, Blackwood River Bridge, Balingup on 17, 19, 24, 25 and 28  January 1976 and 1, 2, 3 and 4 February 1976 and at Windmill Gully Rd, Grimwade on 31 January 1976. This tape reel is accompanied by a field note. ACC 8661A/101 ",Birds;Treecreepers;Pachycephala rufiventris;Kookaburra;Whistlers (Birds);Cockatoos;Fantails;Shrike-thrushes;Robins;Willy wagtails;Scissors grinder;Twenty-eight parrots;Kangaroos;Birdsongs;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 17, 19, 24, 25, 28 and 31 January 1976 and 1, 2, 3 and 4 February 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654901_2,
b36549022,ACC 8661A/90,John Hutchinson's bird songs recorded on 28 July 1975 and 29 August 1975.,1975,1 audiotape reel (approximately 48 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N4, consists of field recordings of bird calls made at Two Peoples Bay on 28 July 1975 and at Wellington Dam Road on 29 August 1975. This tape reel is accompanied by a field note. ACC 8661A/90 ",Birds;Scrub-birds;Cuckoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 28 July 1975 and 29 August 1975. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654902_2,
b36549046,ACC 8661A/91,John Hutchinson's bird songs recorded on 11 September 1975.,1975,1 audiotape reel (approximately 48 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. Not full. Not satisfied with quality of the Agfa tape. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N5, consists of field recordings of bird calls made at Billyacatting Reserve, Kununoppin on 11 September 1975. This tape reel is accompanied by a field note. ACC 8661A/91 ",Birds;Pomatostomus temporalis;Shrike-thrushes;Honeyeaters;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 11 September 1975. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654904_2,
b36549058,ACC 8661A/92,"John Hutchinson's bird songs recorded on 11, 12 and 13 September 1975.",1975,1 audiotape reel (approximately 65 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N6, consists of field recordings of bird calls made at Billyacatting Reserve, Kununoppin on 11, 12 and 13 September 1975. This tape reel is accompanied by a field note. ACC 8661A/92 ",Birds;Twenty-eight parrots;Bellbirds;Shrike-thrushes;Honeyeaters;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 11, 12 and 13 September 1975. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654905_2,
b36549101,ACC 8661A/93,"John Hutchinson's bird songs recorded on 13, 14 and 15 September 1975.",1975,1 audiotape reel (approximately 46 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N7, consists of field recordings of bird calls made at Billyacatting Reserve, Kununoppin on 13, 14 and 15 September 1975. This tape reel is accompanied by a field note. ACC 8661A/93 ",Birds;Twenty-eight parrots;Galah;Willy wagtails;Shrike-thrushes;Thrushes;Ravens;Galah;Butcherbirds;Honeyeaters;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 13, 14 and 15 September 1975. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654910_2,
b36549125,ACC 8661A/94,"John Hutchinson's bird songs recorded on 3, 8, 9 and 28 October 1975.",1975,1 audiotape reel (approximately16 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N8, consists of field recordings of bird calls made at Mullalyup on 3 October 1975 and Windmill Gully Rd, Grimwade on 8 and 9 October 1975 and Blackwood River Bridge on Bibbulmun Track on 28 October 1975. This tape reel is accompanied by a field note. ACC 8661A/94 ",Birds;Twenty-eight parrots;Wrens;Shrike-thrushes;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 3, 8, 9 and 28 October 1975. Part 1",http://purl.slwa.wa.gov.au/slwa_b3654912_2,
b36549150,ACC 8661A/95,John Hutchinson's bird songs recorded on 28 and 31 October 1975.,1975,1 audiotape reel (approximately 16 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N9, consists of field recordings of bird calls made at Blackwood River Bridge, Nannup Rd on 28 and 31 October 1975. This tape reel is accompanied by a field note. ACC 8661A/95 ",Birds;Ravens;Honeyeaters;Shrike-thrushes;Whistlers (Birds);Fantails;Magpies;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 28 and 31 October 1975. Part 1,http://purl.slwa.wa.gov.au/slwa_b3654915_2,
b36554960,ACC 8661A/96,"John Hutchinson's bird songs recorded on 3, 4, 5 and 6 November 1975.",1975,1 audiotape reel (approximately 65 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N10, consists of field recordings of bird calls made at Wheelbridge Rd, Mullalyup on 3 November 1975 and at Balingup Brook on 4, 5 and 6 November 1975. This tape reel is accompanied by a field note but details of 5 and 6 November 1975 are missing from the sheet. Information are obtained from the box of the tape. ACC 8661A/96 ",Birds;Ravens;Honeyeaters;Pachycephala rufiventris;Pardalotes;Whistlers (Birds);Fantails;Magpies;Warblers;Sylviidae;Crickets;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 3, 4, 5 and 6 November 1975. Part 1",http://purl.slwa.wa.gov.au/slwa_b3655496_2,
b36556385,ACC 8661A/97,"John Hutchinson's bird songs recorded on 6, 8, and 9 November 1975 and 2 and 4 January 1976.",1975-1976.,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N11, consists of field recordings of bird calls made at Balingup Brook on 6 November 1975 and at Bibbulmun Track, Blackwood River Bridge, Balingup on 8 November 1975 and 2 and 4 January 1976. This tape reel is accompanied by a field note. Some comment have been added from the tape box. ACC 8661A/97 ",Birds;Ravens;Honeyeaters;Pachycephala rufiventris;Pardalotes;Scissors grinder;Kookaburra;Wattlebirds;Whistlers (Birds);Fantails;Robins;Magpies;Warblers;Sylviidae;Wattlebirds;Frogs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 6, 8, and 9 November 1975 and 2 and 4 January 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3655638_2,
b36563158,ACC 8661A/99,"John Hutchinson's bird songs recorded on 11, 12, 13 and 14 January 1976.",1976,1 audiotape reel (approximately 49 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N13, consists of field recordings of bird calls made at  Bibbulmun Track, Blackwood River Bridge on Nannup Rd, Balingup on 11, 12, 13 and 14 January 1976. This tape reel is accompanied by a field note. ACC 8661A/99 ",Birds;Treecreepers;Pachycephala rufiventris;Kookaburra;Whistlers (Birds);Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 11, 12, 13 and 14 January 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3656315_2,
b36563171,ACC 8661A/100,"John Hutchinson's bird songs recorded on 14, 15, 16 and 17 January 1976.",1976,1 audiotape reel (approximately 49 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N14, consists of field recordings of bird calls made at  Bibbulmun Track, Blackwood River Bridge on Nannup Rd, Balingup on 14, 15, 16 and 17 January 1976. This tape reel is accompanied by a field note. ACC 8661A/100 ",Birds;Treecreepers;Pachycephala rufiventris;Kookaburra;Whistlers (Birds);Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 14, 15, 16 and 17 January 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3656317_2,
b36564096,ACC 8661A/102,"John Hutchinson's bird songs recorded on 7, 11, 14 February 1976 and 3, 4, 23, 24, 27, 29 and 30 March 1976 and 1 and 5 April 1976.",1976,1 audiotape reel (approximately 65 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N16, consists of field recordings of bird calls made at Bibbulmun Track, Balingup on 7 February 1976 and at Windmill Gully Rd, Grimwade on 11 February 1976 and at Donnybrook on 14 February 1976 and at Warren River, Manjimup on 3 and 4 March 1976 and at Wrights Bridge, Balingup on 23, 27, 29 and 30 March 1976 and 1 April 1976 and at Balingup on 24 March 1976 and at Wright's Farm, Balingup on 5 April 1976. This tape reel is accompanied by a field note. ACC 8661A/102 ",Birds;Wattlebirds;Kookaburra;Whistlers (Birds);Cockatoos;Ravens;Magpies;Kangaroos;Birdsongs;Birdsongs;Birdsongs;Birdsongs;Birdsongs;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 7, 11, 14 February 1976 and 3, 4, 23, 24, 27, 29 and 30 March 1976 and 1 and 5 April 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3656409_2,
b36626004,ACC 8661A/103,"John Hutchinson's bird songs recorded on 7, 8, 17 and 30 April 1976 and 3 May 1976.",1976,1 audiotape reel (approximately 49 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N17, consists of field recordings of bird calls made Wright's Cottage, Balingup on 7 April 1976 and at Mead's farm , Balingup on 8 April 1976 and at Wright's Bridge, Balingup on 17 April 1976 and at Balingup on 17 April 1976 and at Moulton's Piggery, Balingup on 30 April 1976 and 3 May 1976. This tape reel is accompanied by a field note. ACC 8661A/103 ",Birds;Wattlebirds;Twenty-eight parrots;Zosterops lateralis;Weebills;Whistlers (birds);Magpies;Ducks;Swamphens;Willy wagtails;Water birds;Pigs;Sheep;Frogs;Kangaroos;Horses;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 7, 8, 17 and 30 April 1976 and 3 May 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3662600_2,
b36626028,ACC 8661A/104,"John Hutchinson's bird songs recorded on 20, 22 and 26 April 1976.",1976,1 audiotape reel (approximately 25 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N18, consists of field recordings of bird calls made Wright's Bridge, Balingup on 20 April 1976 and at Wright's Cottage, Balingup on 22 April 1976 and at Moulton's Piggery, Balingup on 26 April 1976. This tape reel is accompanied by a field note. ACC 8661A/104 ",Birds;Water birds;Scissors grinder;Whistlers (Birds);Willy wagtails;Ravens;Magpies;Warblers;Pigs;Dogs;Roosters;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 20, 22 and 26 April 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3662602_2,
b36632727,ACC 8661A/105,"John Hutchinson's bird songs recorded on 3 and 4 May 1976 and 1, 20 and 21 September 1976.",1976,1 audiotape reel (approximately 48 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N19, consists of field recordings of bird calls made at Moulton's Piggery, Balingup on 3 and 4 May 1976 and at Geeranning Rock, Bonnie Rock on 1 September 1976 and at Dryandra on 20 and 21 September 1976. This tape reel is accompanied by a field note. ACC 8661A/105 ",Birds;Swamphens;Kookaburra;Honeyeaters;Shrike-thrushes;Ducks;Magpie lark;Warblers;Frogs;Western Australia;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 3 and 4 May 1976 and 1, 20 and 21 September 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3663272_2,
b36632776,ACC 8661A/106,John Hutchinson's bird songs recorded on 21 and 22 September 1976.,1976,1 audiotape reel (approximately 32 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N20, consists of field recordings of bird calls made at Dryandra on 21 and 22 September 1976. This tape reel is accompanied by a field note. ACC 8661A/106 ",Birds;Whistlers (Birds);Cuckoos;Pardalotes;Ravens;Fantails;Shrike-thrushes;Kangaroos;zWestern Australia;Birdsongs,John Hutchinson's bird songs recorded on 21 and 22 September 1976. Part 1,http://purl.slwa.wa.gov.au/slwa_b3663277_2,
b36632855,ACC 8661A/107,"John Hutchinson's bird songs recorded on 25, 26 and 29 September 1976 and 2 October 1976.",1976,1 audiotape reel (approximately 65 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. ,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N21, consists of field recordings of bird calls made at Balingup on 25 and 26 September 1976 and at Pemberton on 29 September 1976 and at Wright's Bridge on 2 October 1976. This tape reel is accompanied by a field note. ACC 8661A/107.",Birds;Whistlers (Birds);Cuckoos;Willy wagtails;Warblers;Ravens;Fantails;Magpies;Cuckoo-shrikes;Twenty-eight parrots;Frogs;Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 25, 26 and 29 September 1976 and 2 October 1976. Part 1",http://purl.slwa.wa.gov.au/slwa_b3663285_2,
b36632879,ACC 8661A/108,John Hutchinson's bird songs recorded on 6 October 1976.,1976,"1 audiotape reel (approximately 3 min., 30 sec.) ",Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder. Test of Sennheiser Electret Microphone in Blackwood River. Then 2 AKG D202 stereo microphones.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N22, consists of field recordings of bird calls made at Wright's Bridge on 6 October 1976. This tape reel is accompanied by a field note. ACC 8661A/108 ",Birds;Whistlers (Birds);Willy wagtails;Frogs;Birdsongs,John Hutchinson's bird songs recorded on 6 October 1976. Part 1,http://purl.slwa.wa.gov.au/slwa_b3663287_2,
